Here you can find the logs of the algorithm:
File: ear-f-83.stu
Slots: 22
Courses: 190
Iterations: 1
Shifts: 3
Clashes: 7526
Slots:
1	21	52
2	21	7
3	21	99
4	21	51
5	21	87
6	21	65
7	21	35
8	21	85
9	21	116
10	21	61
11	21	101
12	21	70
13	21	72
14	21	53
15	7	0
16	21	5
17	21	34
18	21	30
19	21	62
20	21	83
21	21	14
22	21	36
23	21	69
24	21	90
25	21	38
26	21	73
27	21	98
28	8	1
29	21	37
30	21	35
31	21	32
32	21	39
33	21	46
34	15	0
35	21	42
36	21	6
37	21	15
38	21	45
39	21	82
40	21	23
41	21	39
42	21	6
43	21	56
44	21	43
45	15	1
46	8	1
47	21	80
48	21	43
49	21	8
50	21	44
51	21	6
52	21	52
53	21	20
54	21	22
55	6	0
56	21	3
57	21	67
58	21	43
59	21	90
60	21	59
61	21	28
62	21	97
63	21	7
64	21	76
65	12	0
66	21	20
67	21	72
68	21	45
69	21	21
70	21	20
71	21	16
72	20	0
73	21	34
74	21	36
75	21	43
76	21	21
77	21	41
78	21	48
79	21	16
80	21	21
81	21	73
82	21	23
83	21	83
84	21	41
85	21	36
86	21	93
87	21	97
88	21	45
89	21	76
90	21	81
91	21	26
92	21	37
93	21	26
94	0	0
95	21	34
96	21	45
97	21	25
98	21	28
99	21	22
100	21	8
101	21	51
102	21	30
103	21	43
104	21	32
105	21	37
106	21	8
107	21	6
108	21	52
109	9	0
110	21	7
111	21	34
112	15	0
113	21	30
114	21	13
115	21	6
116	21	46
117	21	51
118	21	23
119	21	7
120	21	59
121	21	78
122	21	28
123	21	49
124	21	76
125	19	0
126	21	54
127	21	84
128	18	0
129	21	32
130	21	53
131	21	94
132	21	30
133	21	41
134	21	10
135	21	25
136	21	72
137	21	93
138	21	34
139	21	62
140	21	35
141	3	0
142	21	86
143	10	0
144	21	39
145	21	47
146	21	34
147	21	86
148	21	35
149	21	23
150	21	45
151	21	80
152	21	40
153	21	55
154	21	44
155	21	59
156	21	14
157	21	102
158	21	8
159	15	1
160	21	35
161	21	69
162	21	7
163	21	24
164	21	32
165	19	0
166	21	34
167	12	0
168	21	54
169	21	5
170	21	48
171	21	24
172	21	30
173	21	35
174	21	27
175	21	30
176	21	60
177	21	52
178	21	25
179	21	23
180	21	75
181	21	8
182	21	37
183	21	55
184	21	24
185	21	54
186	21	36
187	21	40
188	21	38
189	7	0
190	21	29

Min num of clashes: 6854	Step: 1
